cve_id,event_name,source,created_at
CVE-1999-0095,,,
CVE-1999-0082,,,
CVE-1999-1471,,,
CVE-1999-1122,,,
CVE-1999-1467,,,
CVE-1999-1506,,,
CVE-1999-0084,,,
CVE-2000-0388,,,
CVE-1999-0209,,,
CVE-1999-1198,,,
CVE-1999-1391,,,
CVE-1999-1392,,,
CVE-1999-1057,,,
CVE-1999-1554,,,
CVE-1999-1197,,,
CVE-1999-1115,,,
CVE-1999-1258,,,
CVE-1999-1438,,,
CVE-1999-1211,,,
CVE-1999-1212,,,
CVE-1999-1194,,,
CVE-1999-1193,,,
CVE-1999-1123,,,
CVE-1999-1034,,,
CVE-1999-1415,,,
CVE-1999-1090,,,
CVE-1999-0498,,,
CVE-1999-1468,,,
CVE-1999-0167,,,
CVE-1999-1493,,,
CVE-1999-1032,,,
CVE-1999-1059,,,
CVE-1999-0627,,,
CVE-1999-1121,,,
CVE-1999-0117,,,
CVE-1999-1119,,,
CVE-1999-1142,,,
CVE-1999-0168,,,
CVE-1999-0214,,,
CVE-1999-1396,,,
CVE-1999-1395,,,
CVE-1999-1306,,,
CVE-1999-1466,,,
CVE-1999-1021,,,
CVE-1999-1056,,,
CVE-1999-0312,,,
CVE-1999-1507,,,
CVE-1999-1218,,,
CVE-1999-1312,,,
CVE-1999-1216,,,
CVE-1999-1162,,,
CVE-1999-0124,,,
CVE-1999-1215,,,
CVE-1999-1138,,,
CVE-1999-1318,,,
CVE-1999-0145,,,
CVE-1999-1137,,,
CVE-1999-0334,,,
CVE-1999-0181,,,
CVE-1999-1242,,,
CVE-1999-0211,,,
CVE-1999-0338,,,
CVE-1999-0120,,,
CVE-1999-1135,,,
CVE-1999-1146,,,
CVE-1999-1388,,,
CVE-1999-1134,,,
CVE-1999-0113,,,
CVE-1999-0423,,,
CVE-1999-0337,,,
CVE-1999-0207,,,
CVE-1999-1239,,,
CVE-1999-1552,,,
CVE-1999-1494,,,
CVE-1999-1219,,,
CVE-1999-1238,,,
CVE-1999-1022,,,
CVE-1999-1310,,,
CVE-1999-1248,,,
CVE-1999-1302,,,
CVE-1999-1303,,,
CVE-1999-1304,,,
CVE-1999-1305,,,
CVE-2000-0508,,,
CVE-1999-0077,,,
CVE-1999-0232,,,
CVE-1999-0235,,,
CVE-1999-0242,,,
CVE-1999-1098,,,
CVE-1999-1243,,,
CVE-1999-0151,,,
CVE-1999-1080,,,
CVE-1999-0066,,,
CVE-1999-0161,,,
CVE-1999-0172,,,
CVE-1999-0203,,,
CVE-1999-1580,,,
CVE-1999-0164,,,
CVE-1999-0155,,,
CVE-1999-0245,,,
